Word,Concreteness,Brysbaert,Muraki,Glasgow,MRC
teardown,3.81,3.81,,,
teardrop,4.56,4.56,,,
tearful,3.5,3.5,,,
tearfully,2.89,2.89,,,
tearfulness,2.89,2.89,,,
teargas,3.84,3.84,,,
tearing,3.46,3.46,,,
tearing along,2.6,,2.6,,
tearjerker,2.97,2.97,,,
tearless,2.83,2.83,,,
tearlessly,2.79,2.79,,,
tearoom,4.58,4.58,,,
tears of joy,4.1,,4.1,,
tearstain,3.96,3.96,,,
teary,3.52,3.52,,,
tease,2.59,2.59,,2.875,
tease apart,2.6,,2.6,,
tease out,2.5,,2.5,,
teaser,2.93,2.93,,,
teashop,4.86,4.86,,,
teasing,2.45,2.45,,3.529,
teasingly,2.11,2.11,,,
teaspoon,4.76,4.76,,6.686,
teaspoonful,4.27,4.27,,,
teat,4.38,4.38,,,
teatime,3.11,3.11,,,
tech,3.03,3.03,,,
tech savvy,2.6,,2.6,,
tech support,3.5,,3.5,,
techie,2.93,2.93,,,
technical,1.97,1.97,,3.486,
technical analysis,4.1,,4.1,,
technical analyst,3.55,,3.55,,
technical college,4.3,,4.3,,
technical foul,3.3,,3.3,,
technical grade,3.2,,3.2,,
technical hitch,2.18,,2.18,,
technical knockout,3.0,,3.0,,
technical school,3.5,,3.5,,
technical support,3.55,,3.55,,
technicality,1.93,1.93,,2.971,308
technically,1.9,1.9,,,
technician,4.1,4.1,,5.849,
technicolor yawn,3.0,,3.0,,
technique,2.4,2.4,,,
techno,2.96,2.96,,,
technologic,2.21,2.21,,,
technological,2.08,2.08,,,
technological wizardry,2.1,,2.1,,
technologically,2.29,2.29,,,
technologist,3.48,3.48,,,
technology,3.24,3.24,,,
technology park,3.45,,3.45,,
technology transfer,3.3,,3.3,,
tectonic,2.48,2.48,,,
tectonic movement,3.7,,3.7,,
tectonic plate,3.7,,3.7,,
tectonic uplift,3.8,,3.8,,
teddy,4.78,4.78,,,
teddy bear,4.87,4.87,4.18,,
teddy boy,2.36,,2.36,,
tedious,1.97,1.97,,2.657,
tediously,1.96,1.96,,,
tediousness,2.0,2.0,,,
tee,4.59,4.59,,,
tee ball,4.45,,4.45,,
tee hee,2.2,,2.2,,
tee hee hee,2.3,,2.3,,
tee off,2.1,,2.1,,
tee shirt,4.83,4.83,4.55,,
tee up,2.5,,2.5,,
teed off,2.2,,2.2,,
teed up,2.82,,2.82,,
teeing ground,2.91,,2.91,,
teem,2.6,,,,340
teem in,1.8,,1.8,,
teem with,2.8,,2.8,,
teeming with,1.82,,1.82,,
teen,4.16,4.16,,,
teen idol,3.1,,3.1,,
teenage,3.52,3.52,,,
teenage party,3.3,,3.3,,
teenage years,3.3,,3.3,,
teenaged,3.45,3.45,,,
teenager,4.34,4.34,,,
teens,3.69,3.69,,,
teensy,3.0,3.0,,,
teensy weensy,1.6,,1.6,,
teeny,3.17,3.17,,,
teeny weeny,2.3,,2.3,,
teeny-weeny,2.91,,2.91,,
teenybopper,2.95,2.95,,,
teepee,4.59,4.59,,,
teeter,2.93,2.93,,,
teeter totter,3.9,,3.9,,
teeter-totter,2.9,,2.9,,
teeterboard,4.25,4.25,,,
teeth,4.96,4.96,,6.621,618
teeth chattering,3.5,,3.5,,
teether keys,3.8,,3.8,,
teething,3.58,3.58,,,
teething pains,3.7,,3.7,,
teething problems,3.6,,3.6,,
teething ring,4.8,,4.8,,
teething troubles,3.6,,3.6,,
teetotaler,3.04,3.04,,,
teflon,4.74,4.74,,,
teflon tape,4.6,,4.6,,
telco building,3.9,,3.9,,
telco hotel,4.25,,4.25,,
telecast,4.08,4.08,,,
telecaster,4.16,4.16,,,
telecom,2.91,2.91,,,
telecommunication,3.0,3.0,,,
telecommunication system,3.5,,3.5,,
telecommuter,3.85,3.85,,,
teleconference,3.59,3.59,,,
telegram,4.63,4.63,,,
telegraph,4.59,4.59,,,547
telegraph key,4.7,,4.7,,
telegraph line,4.1,,4.1,,
telegraph pole,4.56,,4.56,,
telegraph post,3.8,,3.8,,
telegraph wire,3.9,,3.9,,
telegrapher,4.17,4.17,,,
telegraphic,3.05,3.05,,,
telegraphic signal,3.41,,3.41,,
telekinesis,2.64,2.64,,,
telekinetic,2.54,2.54,,,
telemarketer,4.62,4.62,,,
telemarketing,3.18,3.18,,,
telepath,2.89,2.89,,,
telepathic,1.93,1.93,,,
telepathically,1.83,1.83,,,
telepathist,2.93,2.93,,,
telepathy,2.17,2.17,,,
telephone,4.96,4.96,,6.485,619
telephone banking,4.09,,4.09,,
telephone bill,4.33,,4.33,,
telephone book,5.0,5.0,3.7,,
telephone booth,4.79,4.79,4.1,,
telephone box,4.6,,4.6,,
telephone call,3.92,3.92,4.36,,
telephone circuit,4.07,,4.07,,
telephone company,3.7,,3.7,,
telephone conversation,3.6,,3.6,,
telephone cord,4.89,4.89,4.45,,
telephone dial,4.1,,4.1,,
telephone directory,4.8,,4.8,,
telephone exchange,3.73,,3.73,,
telephone extension,3.64,,3.64,,
telephone index,3.73,,3.73,,
telephone interview,4.0,,4.0,,
telephone jack,4.6,,4.6,,
telephone kiosk,4.8,,4.8,,
telephone line,4.73,4.73,4.4,,
telephone message,3.2,,3.2,,
telephone number,4.55,4.55,4.82,,
telephone operator,4.57,4.57,4.73,,
telephone order,3.8,,3.8,,
telephone plug,4.73,,4.73,,
telephone pole,4.93,4.93,5.0,,
telephone receiver,4.8,,4.8,,
telephone service,3.09,,3.09,,
telephone set,4.36,,4.36,,
telephone system,3.9,,3.9,,
telephone tag,3.5,,3.5,,
telephone tapping,3.55,,3.55,,
telephone unit,4.5,,4.5,,
telephone wire,5.0,5.0,4.55,,
telephonic,2.38,2.38,,,
telephonically,2.33,2.33,,,
telephoto,3.93,3.93,,,
telephoto lens,4.9,,4.9,,
telephotographic,2.39,2.39,,,
telephotography,3.33,3.33,,,
teleport,3.11,3.11,,,
teleportation,3.07,3.07,,,
teleprompter,4.81,4.81,,,
telescope,5.0,5.0,,6.267,592
telescopic,3.3,3.3,,,
telescopic sight,3.2,,3.2,,
telescopically,2.92,2.92,,,
telethon,3.89,3.89,,,
teletype machine,4.6,,4.6,,
teletypewriter,4.67,4.67,,,
televangelism,3.0,3.0,,,
televangelist,4.04,4.04,,,
televise,3.0,3.0,,,
televised,3.63,3.63,,,
television,4.83,4.83,,6.546,
television ad,4.6,,4.6,,
television advertising,3.9,,3.9,,
television announcer,4.55,,4.55,,
television antenna,4.43,,4.43,,
television camera,4.6,,4.6,,
television channel,3.81,3.81,4.5,,
television commercial,4.6,,4.6,,
television contract,3.82,,3.82,,
television critic,3.9,,3.9,,
television journalist,4.3,,4.3,,
television licence,2.91,,2.91,,
television monitor,4.45,,4.45,,
television network,3.8,,3.8,,
television news,3.7,,3.7,,
television newscaster,4.3,,4.3,,
television program,4.37,4.37,4.07,,
television receiver,4.27,,4.27,,
television reporter,4.3,,4.3,,
television room,4.5,,4.5,,
television series,4.2,,4.2,,
television set,4.86,4.86,5.0,,
television show,4.41,4.41,4.6,,
television star,3.5,,3.5,,
television station,4.38,4.38,4.1,,
television system,4.38,,4.38,,
television transmitter,3.3,,3.3,,
television tube,3.7,,3.7,,
television unit,4.9,,4.9,,
telex machine,4.53,,4.53,,
tell,2.9,2.9,,,306
tell a lie,3.3,,3.3,,
tell a soul,2.7,,2.7,,
tell a story,3.0,,3.0,,
tell about,2.4,,2.4,,
tell against,2.1,,2.1,,
tell all,2.0,,2.0,,
tell apart,2.8,,2.8,,
tell fortunes,2.4,,2.4,,
tell him a thing or two,3.18,,3.18,,
tell him off,2.3,,2.3,,
tell him where to get off,3.3,,3.3,,
tell him where to go,2.77,,2.77,,
tell it like it is,1.77,,1.77,,
tell it to sweeney,1.9,,1.9,,
tell it to the judge,2.09,,2.09,,
tell it to the marines,2.21,,2.21,,
tell me,2.67,,2.67,,
tell me about it,2.31,,2.31,,
tell me another one,1.8,,1.8,,
tell me straight,2.3,,2.3,,
tell of,2.7,,2.7,,
tell off,2.5,,2.5,,
tell off for,2.09,,2.09,,
tell on,3.0,,3.0,,
tell one from another,2.3,,2.3,,
tell out,2.1,,2.1,,
tell so,1.3,,1.3,,
tell someone a thing or two,2.3,,2.3,,
tell tales,2.59,,2.59,,
tell tales out of school,2.2,,2.2,,
tell the truth,2.54,,2.54,,
tell the truth and shame the devil,1.9,,1.9,,
tell to face,2.73,,2.73,,
tell up,2.8,,2.8,,
tell you the truth,2.6,,2.6,,
tell you what,2.82,,2.82,,
teller,4.38,4.38,,,
teller drawer,4.7,,4.7,,
telling,2.45,2.45,,,
telling off,2.4,,2.4,,
tellingly,1.88,1.88,,,
telltale,2.33,2.33,,,
temerity,2.39,,,3.091,285
temp,2.92,2.92,,,
temper,2.56,2.56,,,353
temper tantrum,2.8,,2.8,,
temperament,1.96,1.96,,,
temperamental,1.74,1.74,,,
temperamentally,1.54,1.54,,,
temperance,2.1,2.1,,,
temperate,2.59,2.59,,,
temperate zone,3.1,,3.1,,
temperately,1.58,1.58,,,
temperature,3.71,3.71,,,472
temperature change,3.2,,3.2,,
temperature gauge,4.5,,4.5,,
temperature gradient,3.25,,3.25,,
temperature reduction,3.17,,3.17,,
temperature scale,3.8,,3.8,,
tempered,2.64,2.64,,,
temperedness,1.93,1.93,,,
tempest,3.17,3.17,,3.917,460
tempest in a teapot,1.5,,1.5,,
tempestuous,1.92,1.92,,,
template,4.19,4.19,,,
template method,3.1,,3.1,,
temple,4.53,4.53,,5.794,565
tempo,2.81,2.81,,3.706,
temporal,2.12,2.12,,,
temporal arrangement,2.5,,2.5,,
temporal cortex,3.7,,3.7,,
temporal lobe,3.6,,3.6,,
temporal order,3.18,,3.18,,
temporality,1.88,1.88,,,
temporally,1.83,1.83,,,
temporarily,2.04,2.04,,,
temporary,2.27,2.27,,,
temporary removal,2.6,,2.6,,
temporoparietalis muscle,4.8,,4.8,,
tempt,2.1,2.1,,2.727,283
tempt fate,1.2,,1.2,,
tempt off,2.08,,2.08,,
tempt out,2.8,,2.8,,
temptation,1.84,1.84,,2.743,265
tempting,1.93,1.93,,,
temptingly,1.54,1.54,,,
temptress,3.08,3.08,,,
tempura,4.12,4.12,,,
tempus fugit,2.27,,2.27,,
ten,3.39,3.39,,,
ten a penny,2.3,,2.3,,
ten commandments,3.0,,3.0,,
ten dollar bill,4.25,,4.25,,
ten foot pole,3.9,,3.9,,
ten million,4.3,,4.3,,
ten pence,3.94,,3.94,,
ten pence piece,4.18,,4.18,,
ten percent,2.8,,2.8,,
ten's place,3.6,,3.6,,
ten-gallon hat,4.1,,4.1,,
ten-pin bowling,3.8,,3.8,,
tenacious,2.31,2.31,,,
tenaciously,1.69,1.69,,,
tenaciousness,1.67,1.67,,,
tenacity,1.41,1.41,,,
tenancy,2.36,2.36,,,
tenant,4.55,4.55,,,
tenant farmer,4.1,,4.1,,
tenantless,2.67,2.67,,,
tend,2.0,2.0,,,
tend to,2.09,,2.09,,
tended to,2.3,,2.3,,
tendency,1.83,1.83,,2.677,243
tender,2.58,2.58,,2.677,
tender age of,2.09,,2.09,,
tender loving care,2.9,,2.9,,
tender mercies,2.45,,2.45,,
tender offer,2.5,,2.5,,
tender plants,4.3,,4.3,,
tenderfoot,2.74,2.74,,,
tenderhearted,2.0,2.0,,,
tenderheartedly,2.0,2.0,,,
tenderheartedness,1.92,1.92,,,
tenderize,2.78,2.78,,,
tenderizer,3.93,3.93,,,
tenderloin,4.39,4.39,,,
tenderly,1.89,1.89,,,
tenderness,2.06,2.06,,,
tending,1.96,1.96,,,
tendon,4.47,4.47,,,
tendon of achilles,3.8,,3.8,,
tendonitis,3.83,3.83,,,
tenement,3.58,3.58,,,
tenet,3.2,3.2,,,
tenfold,2.58,2.58,,,
tennis,4.43,4.43,,6.031,574
tennis ball,5.0,5.0,4.5,,
tennis club,3.89,3.89,4.3,,
tennis coach,4.9,,4.9,,
tennis court,4.77,4.77,4.7,,
tennis elbow,3.83,3.83,3.55,,
tennis lesson,3.4,,3.4,,
tennis match,4.43,4.43,4.4,,
tennis player,4.69,4.69,4.6,,
tennis pro,4.2,,4.2,,
tennis racket,4.96,4.96,4.9,,
tennis shoe,4.82,,4.82,,
tennis shoes,4.3,,4.3,,
tennis shot,3.8,,3.8,,
tennis stroke,4.1,,4.1,,
tennisracket,4.7,4.7,,,
tenor,3.04,3.04,,,
tenor clef,2.8,,2.8,,
tenor saxophonist,4.25,,4.25,,
tenor voice,3.82,,3.82,,
tenpin bowling,4.1,,4.1,,
tense,2.35,2.35,,3.091,365
tense up,3.1,3.1,3.6,,
tensed up,3.6,,3.6,,
tenseness,2.33,2.33,,,
tensile,2.25,2.25,,,
tensile strength,3.45,,3.45,,
tension,2.6,2.6,,3.161,
tension and worry,2.3,,2.3,,
tension wrench,4.2,,4.2,,
tensionless,2.69,2.69,,,
tent,4.96,4.96,,6.457,608
tent city,3.3,,3.3,,
tent flap,4.4,,4.4,,
tent peg,4.3,,4.3,,
tent stitch,4.18,,4.18,,
tent tarp,4.42,,4.42,,
tentacle,4.46,4.46,,,
tentative,2.03,2.03,,,
tentatively,1.79,1.79,,,
tentativeness,1.54,1.54,,,
tented,3.08,3.08,,,
tenth,3.07,3.07,,,
tenth part,2.3,,2.3,,
tentmaker,4.52,4.52,,,
tentpole movie,3.55,,3.55,,
tenuous,1.88,1.88,,,
tenuousness,1.46,1.46,,,
tenure,2.42,2.42,,,345
tepee,4.85,4.85,,,
tepid,2.52,2.52,,2.867,
tepidly,1.65,1.65,,,
tepidness,2.37,2.37,,,
tequila,4.77,4.77,,,
tequila slammer,4.4,,4.4,,
terabyte,3.26,3.26,,,
terbium oxide,4.1,,4.1,,
teriyaki,4.74,4.74,,,
term,2.82,2.82,,,374
term insurance,3.0,,3.0,,
term limit,2.1,,2.1,,
term of a contract,2.7,,2.7,,
term of enlistment,2.55,,2.55,,
term of office,2.82,,2.82,,
term paper,4.0,,4.0,,
term time,3.0,,3.0,,
terminable,2.12,2.12,,,
terminal,3.86,3.86,,,
terminal bud,3.29,,3.29,,
terminal emulation,3.18,,3.18,,
terminal leave,2.55,,2.55,,
terminal point,3.4,,3.4,,
terminal velocity,3.0,,3.0,,
terminally,2.15,2.15,,,
terminally ill,3.1,,3.1,,
terminate,2.29,2.29,,,
termination,2.47,2.47,,,
terminator,3.57,3.57,,,
terminator gene,3.1,,3.1,,
terminological,1.81,1.81,,,
terminology,2.0,2.0,,,
termite,4.7,4.7,,6.546,
termite mound,4.39,,4.39,,
terms of reference,2.3,,2.3,,
terms of trade,2.7,,2.7,,
terms of use,3.08,,3.08,,
terra cotta,4.4,,4.4,,
terra firma,3.4,,3.4,,
terra incognita,3.45,,3.45,,
terrace,4.67,4.67,,,
terrace house,4.4,,4.4,,
terraced house,4.36,,4.36,,
terracotta,4.29,4.29,,,
terrain,4.27,4.27,,,
terrain flight,3.55,,3.55,,
terrain park,3.45,,3.45,,
terrarium,4.55,4.55,,,
terrestrial,3.04,3.04,,,
terrestrial telescope,4.2,,4.2,,
terrible,2.04,2.04,,2.313,
terrible twins,2.7,,2.7,,
terribleness,1.54,1.54,,,
terribly,1.21,1.21,,,
terrier,4.62,4.62,,,
terrific,2.07,2.07,,2.344,
terrifically,1.96,1.96,,,
terrified,2.43,2.43,,,
terrify,2.71,2.71,,2.412,
terrifying,2.08,2.08,,3.029,
terrifyingly,2.08,2.08,,,
territorial,2.71,2.71,,,
territorial army,3.45,,3.45,,
territorial dominion,3.2,,3.2,,
territorial pissing,3.3,,3.3,,
territorial reserve,3.3,,3.3,,
territorial sea,3.0,,3.0,,
territorial waters,3.36,,3.36,,
territorialism,2.04,2.04,,,
territoriality,1.59,1.59,,,
territorialize,1.85,1.85,,,
territorially,2.25,2.25,,,
territory,3.41,3.41,,,459
terror,2.43,2.43,,2.853,326
terrorism,2.79,2.79,,,
terrorist,3.64,3.64,,5.333,
terrorist act,3.5,,3.5,,
terrorist attack,3.36,,3.36,,
terrorist cell,3.2,,3.2,,
terrorist organization,3.7,,3.7,,
terrorize,2.84,2.84,,,
terry cloth,4.2,,4.2,,
terry towel,4.5,,4.5,,
terry toweling,3.6,,3.6,,
terrycloth,4.55,4.55,,,
terseness,1.92,1.92,,,
tertiary care,2.6,,2.6,,
tertiary college,4.1,,4.1,,
tertiary education,3.0,,3.0,,
tertiary industry,2.76,,2.76,,
tertiary sector,2.94,,2.94,,
tertiary structure,3.5,,3.5,,
test,3.93,3.93,,5.286,520
test ban,2.6,,2.6,,
test bed,3.3,,3.3,,
test bench,2.6,,2.6,,
test card,4.0,,4.0,,
test case,3.07,3.07,3.3,,
test certificate,3.6,,3.6,,
test copy,3.4,,3.4,,
test drive,3.38,3.38,2.3,,
test driver,3.45,,3.45,,
test equipment,4.0,,4.0,,
test flight,3.5,,3.5,,
test fly,2.2,,2.2,,
test for,3.08,,3.08,,
test harness,3.8,,3.8,,
test match,3.4,,3.4,,
test of time,1.82,,1.82,,
test out,2.2,,2.2,,
test paper,3.8,,3.8,,
test pattern,3.9,,3.9,,
test period,2.5,,2.5,,
test pilot,3.9,,3.9,,
test portion,3.4,,3.4,,
test range,3.5,,3.5,,
test report,3.9,,3.9,,
test results,4.0,,4.0,,
test rocket,4.0,,4.0,,
test room,4.1,,4.1,,
test run,2.5,,2.5,,
test school,3.9,,3.9,,
test suit,3.7,,3.7,,
test the water,1.7,,1.7,,
test the waters,2.0,,2.0,,
test tube,4.64,4.64,4.27,,
test tube baby,3.91,,3.91,,
test your metal,1.6,,1.6,,
test your mettle,1.7,,1.7,,
test-drive,3.5,,3.5,,
test-tube baby,3.4,,3.4,,
testable,2.39,2.39,,,
testament,2.7,2.7,,,
tested,3.0,3.0,,,
tester,3.88,3.88,,,
testes,4.54,4.54,,,
testicle,4.59,4.59,,,
testicular,3.71,3.71,,,
testifier,3.39,3.39,,,
testify,2.67,2.67,,,
testify to,3.26,,3.26,,
testimonial,2.92,2.92,,,
testimonial immunity,2.3,,2.3,,
testimonial match,3.4,,3.4,,
testimony,3.21,3.21,,,381
testiness,2.07,2.07,,,
testing,3.43,3.43,,,
testing device,3.91,,3.91,,
testing ground,3.52,3.52,2.8,,
testing kit,3.6,,3.6,,
testosterone,3.79,3.79,,,
testtube baby,3.6,,3.6,,
testy,2.0,2.0,,,
tetanus,4.19,4.19,,,
tether,3.67,3.67,,,
tetherball,4.74,4.74,4.4,,
tethered aerostat,3.1,,3.1,,
tethered balloon,4.47,,4.47,,
tetrachloride,3.9,3.9,,,
tetris,3.85,3.85,,,
texas ranger,4.2,,4.2,,
text,4.93,4.93,,5.8,498
text box,4.5,,4.5,,
text chat,4.7,,4.7,,
text edition,3.55,,3.55,,
text editor,3.83,3.83,3.82,,
text file,4.48,4.48,3.4,,
text message,4.62,4.62,4.4,,
text out,2.8,,2.8,,
text processing,3.1,,3.1,,
text retrieval,3.27,,3.27,,
text-walking,3.27,,3.27,,
textbook,4.86,4.86,,,
textile,4.23,4.23,,,
textile arts,3.5,,3.5,,
textile machine,4.67,,4.67,,
textile mill,4.6,,4.6,,
textile paint,4.33,,4.33,,
textile worker,4.1,,4.1,,
texting,4.23,4.23,,,
textual,2.41,2.41,,,
textual criticism,3.18,,3.18,,
textual harassment,2.6,,2.6,,
textual matter,3.4,,3.4,,
textually,2.23,2.23,,,
textural,2.83,2.83,,,
texturally,2.46,2.46,,,
texture,3.83,3.83,,4.8,
textured,3.5,3.5,,,
textured vegetable protein,4.1,,4.1,,
than,1.69,1.69,,,188
thane,2.87,,,,381
thank,3.0,3.0,,3.156,
thank god,2.2,,2.2,,
thank goodness,1.82,,1.82,,
thank goodness it's friday,1.45,,1.45,,
thank heavens,1.82,,1.82,,
thank offering,2.18,,2.18,,
thank one's lucky stars,1.6,,1.6,,
thank ones lucky stars,2.3,,2.3,,
thank you,2.55,,2.55,,
thank you note,4.17,,4.17,,
thank you so much,2.5,,2.5,,
thank you very much,2.4,,2.4,,
thank your lucky stars,1.7,,1.7,,
thank-you,3.1,,3.1,,
thankful,1.69,1.69,,2.4,
thankful for,2.6,,2.6,,
thankful for small mercies,1.5,,1.5,,
thankfully,1.96,1.96,,,
thankfulness,1.72,1.72,,,
thankless,1.89,1.89,,,
thanklessly,2.04,2.04,,,
thanklessness,1.55,1.55,,,
thanks,2.15,2.15,,3.219,
thanks a bunch,2.4,,2.4,,
thanks a lot,2.6,,2.6,,
thanks a million,1.7,,1.7,,
thanks again,2.91,,2.91,,
thanks for nothing,1.27,,1.27,,
thanks for your help,2.64,,2.64,,
thanks to,2.5,,2.5,,
thanksgiving,3.33,3.33,,,
thanksgiving cactus,4.0,,4.0,,
thanksgiving day,3.55,,3.55,,
thanku,3.1,,3.1,,
thankworthy,1.67,1.67,,,
thar she blows,1.5,,1.5,,
that,1.54,1.54,,,232
that and a dollar will get you a cup of coffee,2.3,,2.3,,
that and twenty-five cents will get you a cup of coffee,1.92,,1.92,,
that be it,1.8,,1.8,,
that be said,2.1,,2.1,,
that depends,1.55,,1.55,,
that does it,2.1,,2.1,,
that dog won't hunt,2.6,,2.6,,
that figures,1.6,,1.6,,
that friday feeling,1.5,,1.5,,
that is,2.3,,2.3,,
that is that,1.91,,1.91,,
that is to say,1.3,,1.3,,
that make my blood boil,2.1,,2.1,,
that makes two of us,2.2,,2.2,,
that much,1.9,,1.9,,
that rings a bell,2.64,,2.64,,
that said,2.47,,2.47,,
that ship has sailed,2.2,,2.2,,
that sort of thing,2.0,,2.0,,
that sucks,2.5,,2.5,,
that takes the biscuit,2.0,,2.0,,
that takes the cake,1.5,,1.5,,
that was it,2.36,,2.36,,
that which,1.82,,1.82,,
that which does not kill us makes us stronger,1.5,,1.5,,
that will do,2.09,,2.09,,
that'll be the day,2.8,,2.8,,
that'll be the frosty friday,2.2,,2.2,,
that'll do,2.55,,2.55,,
that's a corker,1.71,,1.71,,
that's a wrap,2.18,,2.18,,
that's all,1.9,,1.9,,
that's all folks!,2.0,,2.0,,
that's all she wrote,2.6,,2.6,,
that's all there is to it,2.6,,2.6,,
that's cool,1.6,,1.6,,
that's for me to know and you to find out,1.64,,1.64,,
that's going too far,2.0,,2.0,,
that's his bible,3.3,,3.3,,
that's it,2.4,,2.4,,
that's just me,2.4,,2.4,,
that's life,1.5,,1.5,,
that's more like it,1.45,,1.45,,
that's on us,1.73,,1.73,,
"that's one small step for a man, a giant leap for mankind",1.7,,1.7,,
that's right,3.18,,3.18,,
that's stretching it,2.3,,2.3,,
that's that,2.3,,2.3,,
that's the bunny,2.2,,2.2,,
that's the last straw,1.55,,1.55,,
that's the spirit,1.3,,1.3,,
that's the ticket,2.2,,2.2,,
that's the way the ball bounces,1.75,,1.75,,
that's the way the cookie crumbles,2.18,,2.18,,
that's wassup,3.5,,3.5,,
that's what i'm talking about,1.36,,1.36,,
that's what she said,2.8,,2.8,,
that's what's up,1.5,,1.5,,
thatch,3.83,3.83,,,
thatched,3.74,3.74,,,
thatched roof,3.9,,3.9,,
thatching,3.6,3.6,,,
thaw,3.8,3.8,,,368
thaw out,2.9,,2.9,,
the,1.43,1.43,,,237
the ABCs of,1.3,,1.3,,
the above,1.9,,1.9,,
the acid test,2.8,,2.8,,
the age of majority,3.3,,3.3,,
the age of miracles is past,2.0,,2.0,,
the air was blue,2.5,,2.5,,
"the ants are my friends, they're blowing in the wind",1.91,,1.91,,
the apple doesn't fall far from the tree,1.68,,1.68,,
the apple never falls far from the tree,1.7,,1.7,,
the apple of his eye,1.58,,1.58,,
the apple of my eye,2.1,,2.1,,
the apple of one's eye,1.9,,1.9,,
the author of your own misfortune,2.4,,2.4,,
the back of beyond,2.27,,2.27,,
the balance of power,2.55,,2.55,,
the balance of trade,2.18,,2.18,,
the ball is in someone's court,2.2,,2.2,,
the ball is in your court,2.27,,2.27,,
the bane of my life,1.55,,1.55,,
"the be-all, end-all",2.2,,2.2,,
the bee's knees,1.72,,1.72,,
the belle of the ball,2.33,,2.33,,
the bends,3.0,,3.0,,
the benefit of the doubt,1.0,,1.0,,
the best defence is a good offence,1.7,,1.7,,
the best is the enemy of the good,1.59,,1.59,,
the best laid plans of mice and men,1.1,,1.1,,
the best laid schemes of mice and men,2.0,,2.0,,
the best of both worlds,2.4,,2.4,,
the best part of,2.4,,2.4,,
the best thing since sliced bread,2.18,,2.18,,
the best things in life are free,1.45,,1.45,,
the better part of,2.3,,2.3,,
the big 0,2.6,,2.6,,
the big apple,3.5,,3.5,,
the big cheese,2.5,,2.5,,
the big easy,2.45,,2.45,,
the big o,2.0,,2.0,,
the big picture,1.8,,1.8,,
the big pond,3.9,,3.9,,
"the bigger they are, the harder they fall",1.73,,1.73,,
"the bigger, the better",2.64,,2.64,,
"the bill, please",3.2,,3.2,,
the birds and the bees,2.45,,2.45,,
the bitter end,1.82,,1.82,,
the black sheep,2.91,,2.91,,
the blind leading the blind,2.0,,2.0,,
the bomb,2.7,,2.7,,
the boot is on the other foot,2.07,,2.07,,
the bottom falls out,2.8,,2.8,,
the bottom fell out,2.6,,2.6,,
the bottom line,1.6,,1.6,,
the bottom line is the bottom line,2.58,,2.58,,
the boy is father to the man,2.0,,2.0,,
the boys in blue,3.6,,3.6,,
the brains behind,1.9,,1.9,,
the bread always falls buttered side down,2.2,,2.2,,
the bread of life,1.55,,1.55,,
the breaking point,1.27,,1.27,,
the British are coming,2.5,,2.5,,
the brush-off,2.0,,2.0,,
the bubble has burst,2.5,,2.5,,
the buck stops here,2.27,,2.27,,
the bulk of,2.2,,2.2,,
the bull in the bowler hat,1.13,,1.13,,
the bum's rush,2.64,,2.64,,
the burbs,3.18,,3.18,,
the burden of proof,2.0,,2.0,,
the burning question,1.7,,1.7,,
the busiest men find the most time,1.91,,1.91,,
the business end of something,1.82,,1.82,,
the butt end of the stick,2.2,,2.2,,
the butt of the joke,2.0,,2.0,,
the call of duty,2.0,,2.0,,
the call of the wild,2.18,,2.18,,
the calm before the storm,1.9,,1.9,,
the camera cannot lie,2.45,,2.45,,
the can,3.7,,3.7,,
the cards are stacked against somebody,2.2,,2.2,,
the cards are stacked against you,1.45,,1.45,,
the carrot and the stick,3.4,,3.4,,
the cart before the horse,2.64,,2.64,,
the case,3.55,,3.55,,
the cat is in the cradle,2.5,,2.5,,
the cat's meow,4.0,,4.0,,
the cat's out of the bag,1.7,,1.7,,
the cat's pyjamas,1.4,,1.4,,
the cat's whiskers,2.9,,2.9,,
the cheese stands alone,1.1,,1.1,,
the chickens come home to roost,1.8,,1.8,,
the child is the father of the man,2.73,,2.73,,
the city,4.82,,4.82,,
the clock is ticking,3.0,,3.0,,
the coast is clear,2.5,,2.5,,
the cobbler always wears the worst shoes,1.7,,1.7,,
the course of true love never did run smooth,1.6,,1.6,,
the crack of dawn,2.18,,2.18,,
the crapper,3.18,,3.18,,
the crunch,2.4,,2.4,,
the crux of the matter,2.45,,2.45,,
the cure is worse than the disease,1.1,,1.1,,
the customer is always right,2.1,,2.1,,
the cut of your jib,1.73,,1.73,,
the cutting edge,1.8,,1.8,,
the daily grind,2.3,,2.3,,
the damage is done,1.8,,1.8,,
the dark side,2.5,,2.5,,
the darkest hour,1.9,,1.9,,
the darkest hour is just before the dawn,2.0,,2.0,,
the day of the family farm,2.55,,2.55,,
the dear knows,2.2,,2.2,,
the devil,2.91,,2.91,,
the devil and the deep blue sea,1.6,,1.6,,
the devil incarnate,1.91,,1.91,,
the devil is in the details,2.3,,2.3,,
the devil looks after his own,1.64,,1.64,,
the devil makes hard work for idle hands,1.64,,1.64,,
the devil makes work for idle hands,2.5,,2.5,,
the devil to pay,1.8,,1.8,,
the devil you say,1.9,,1.9,,
the dice are loaded against,2.09,,2.09,,
the dickens you say,1.82,,1.82,,
the die has been cast,1.91,,1.91,,
the die is cast,2.18,,2.18,,
the dim and distant past,1.3,,1.3,,
the door swings both ways,2.07,,2.07,,
